SalesOrderID,OrderDate,CustomerID,TerritoryID,SubTotal,TaxAmt,Freight,TotalDue
47058,2023-06-30 00:00:00,29756,5,2180.4192,213.8819,66.8381,2461.1392
47059,2023-06-30 00:00:00,29990,10,324.4527,32.0127,10.004,366.4694
47060,2023-06-30 00:00:00,29857,10,1628.6046,159.4362,49.8238,1837.8646
47061,2023-06-30 00:00:00,30030,10,14560.3533,1437.0523,449.0789,16446.4845
47062,2023-06-30 00:00:00,29985,10,20496.8188,1970.8307,615.8846,23083.5341
47063,2023-06-30 00:00:00,29511,3,2458.9178,236.0561,73.7675,2768.7414
47064,2023-06-30 00:00:00,29819,3,794.2467,77.1129,24.0978,895.4574
47065,2023-06-30 00:00:00,29913,3,55971.1308,5395.0513,1685.9535,63052.1356
47066,2023-06-30 00:00:00,29885,1,57363.2615,5546.9369,1733.4178,64643.6162
47067,2023-06-30 00:00:00,29667,5,17944.6404,1763.621,551.1315,20259.3929
47068,2023-06-30 00:00:00,13246,4,2443.35,195.468,61.0838,2699.9018
47069,2023-06-30 00:00:00,14017,4,1000.4375,80.035,25.0109,1105.4834
47070,2023-06-30 00:00:00,14025,1,1000.4375,80.035,25.0109,1105.4834
47071,2023-06-30 00:00:00,15667,8,2443.35,195.468,61.0838,2699.9018
47072,2023-06-30 00:00:00,20062,8,782.99,62.6392,19.5748,865.204
47073,2023-06-30 00:00:00,25287,6,2443.35,195.468,61.0838,2699.9018
47074,2023-06-30 00:00:00,26293,1,2049.0982,163.9279,51.2275,2264.2536
47075,2023-06-30 00:00:00,12685,9,2049.0982,163.9279,51.2275,2264.2536
47076,2023-06-30 00:00:00,12588,9,2049.0982,163.9279,51.2275,2264.2536
47077,2023-07-01 00:00:00,16329,10,2443.35,195.468,61.0838,2699.9018
47078,2023-07-01 00:00:00,13248,1,2181.5625,174.525,54.5391,2410.6266
47079,2023-07-01 00:00:00,13359,4,2181.5625,174.525,54.5391,2410.6266
47080,2023-07-01 00:00:00,26302,4,2049.0982,163.9279,51.2275,2264.2536
47081,2023-07-01 00:00:00,15203,4,782.99,62.6392,19.5748,865.204
47082,2023-07-01 00:00:00,15254,5,782.99,62.6392,19.5748,865.204
47083,2023-07-01 00:00:00,15288,4,782.99,62.6392,19.5748,865.204
47084,2023-07-01 00:00:00,21561,9,2443.35,195.468,61.0838,2699.9018
47085,2023-07-02 00:00:00,16311,10,2181.5625,174.525,54.5391,2410.6266
47086,2023-07-02 00:00:00,13378,4,2181.5625,174.525,54.5391,2410.6266
47087,2023-07-02 00:00:00,13383,1,2181.5625,174.525,54.5391,2410.6266
47088,2023-07-02 00:00:00,13274,1,2443.35,195.468,61.0838,2699.9018
47089,2023-07-02 00:00:00,15284,4,782.99,62.6392,19.5748,865.204
47090,2023-07-02 00:00:00,21394,9,2181.5625,174.525,54.5391,2410.6266
47091,2023-07-03 00:00:00,28532,7,2071.4196,165.7136,51.7855,2288.9187
47092,2023-07-03 00:00:00,28802,6,2443.35,195.468,61.0838,2699.9018
47093,2023-07-03 00:00:00,13380,4,2443.35,195.468,61.0838,2699.9018
47094,2023-07-03 00:00:00,15664,8,2181.5625,174.525,54.5391,2410.6266
47095,2023-07-03 00:00:00,25095,6,2443.35,195.468,61.0838,2699.9018
47096,2023-07-03 00:00:00,26283,4,2071.4196,165.7136,51.7855,2288.9187
47097,2023-07-03 00:00:00,21257,9,2443.35,195.468,61.0838,2699.9018
47098,2023-07-03 00:00:00,12667,9,2049.0982,163.9279,51.2275,2264.2536
47099,2023-07-03 00:00:00,26134,9,782.99,62.6392,19.5748,865.204
47100,2023-07-04 00:00:00,11612,10,2049.0982,163.9279,51.2275,2264.2536
47101,2023-07-04 00:00:00,16260,10,2181.5625,174.525,54.5391,2410.6266
47102,2023-07-04 00:00:00,13424,1,2443.35,195.468,61.0838,2699.9018
47103,2023-07-04 00:00:00,13369,1,2443.35,195.468,61.0838,2699.9018
47104,2023-07-04 00:00:00,13279,4,2181.5625,174.525,54.5391,2410.6266
47105,2023-07-04 00:00:00,13319,1,2181.5625,174.525,54.5391,2410.6266
47106,2023-07-04 00:00:00,25361,6,2443.35,195.468,61.0838,2699.9018
47107,2023-07-05 00:00:00,11616,10,2071.4196,165.7136,51.7855,2288.9187
47108,2023-07-05 00:00:00,13839,7,2443.35,195.468,61.0838,2699.9018
47109,2023-07-05 00:00:00,28819,6,2181.5625,174.525,54.5391,2410.6266
47110,2023-07-05 00:00:00,28850,6,2443.35,195.468,61.0838,2699.9018
47111,2023-07-05 00:00:00,25100,6,2443.35,195.468,61.0838,2699.9018
47112,2023-07-05 00:00:00,20318,6,2071.4196,165.7136,51.7855,2288.9187
47113,2023-07-05 00:00:00,15255,4,782.99,62.6392,19.5748,865.204
47114,2023-07-05 00:00:00,21387,9,2181.5625,174.525,54.5391,2410.6266
47115,2023-07-05 00:00:00,21393,9,2443.35,195.468,61.0838,2699.9018
47116,2023-07-05 00:00:00,24611,9,1000.4375,80.035,25.0109,1105.4834
47117,2023-07-05 00:00:00,12586,9,2071.4196,165.7136,51.7855,2288.9187
47118,2023-07-05 00:00:00,28541,7,2049.0982,163.9279,51.2275,2264.2536
47119,2023-07-06 00:00:00,16275,10,2443.35,195.468,61.0838,2699.9018
47120,2023-07-06 00:00:00,14006,4,1000.4375,80.035,25.0109,1105.4834
47121,2023-07-06 00:00:00,28832,6,2181.5625,174.525,54.5391,2410.6266
47122,2023-07-06 00:00:00,13362,4,2181.5625,174.525,54.5391,2410.6266
47123,2023-07-06 00:00:00,25408,6,2181.5625,174.525,54.5391,2410.6266
47124,2023-07-06 00:00:00,13384,1,2181.5625,174.525,54.5391,2410.6266
47125,2023-07-06 00:00:00,13325,4,2181.5625,174.525,54.5391,2410.6266
47126,2023-07-06 00:00:00,13326,4,2181.5625,174.525,54.5391,2410.6266
47127,2023-07-06 00:00:00,21258,9,2181.5625,174.525,54.5391,2410.6266
47128,2023-07-06 00:00:00,21556,9,2443.35,195.468,61.0838,2699.9018
47129,2023-07-06 00:00:00,12677,9,2071.4196,165.7136,51.7855,2288.9187
47130,2023-07-07 00:00:00,16406,10,2181.5625,174.525,54.5391,2410.6266
47131,2023-07-07 00:00:00,13243,1,2181.5625,174.525,54.5391,2410.6266
47132,2023-07-07 00:00:00,13283,1,2181.5625,174.525,54.5391,2410.6266
47133,2023-07-07 00:00:00,13357,4,2181.5625,174.525,54.5391,2410.6266
47134,2023-07-07 00:00:00,26296,1,2071.4196,165.7136,51.7855,2288.9187
47135,2023-07-07 00:00:00,27027,6,782.99,62.6392,19.5748,865.204
47136,2023-07-07 00:00:00,21389,9,2181.5625,174.525,54.5391,2410.6266
47137,2023-07-07 00:00:00,13348,4,2181.5625,174.525,54.5391,2410.6266
47138,2023-07-08 00:00:00,16308,10,2181.5625,174.525,54.5391,2410.6266
47139,2023-07-08 00:00:00,13238,4,2181.5625,174.525,54.5391,2410.6266
47140,2023-07-08 00:00:00,26290,4,2071.4196,165.7136,51.7855,2288.9187
47141,2023-07-08 00:00:00,21225,9,2181.5625,174.525,54.5391,2410.6266
47142,2023-07-08 00:00:00,21230,9,2443.35,195.468,61.0838,2699.9018
47143,2023-07-08 00:00:00,12684,9,2049.0982,163.9279,51.2275,2264.2536
47144,2023-07-08 00:00:00,26033,9,782.99,62.6392,19.5748,865.204
47145,2023-07-08 00:00:00,26131,9,782.99,62.6392,19.5748,865.204
47146,2023-07-09 00:00:00,18133,8,1000.4375,80.035,25.0109,1105.4834
47147,2023-07-09 00:00:00,13324,4,2181.5625,174.525,54.5391,2410.6266
47148,2023-07-09 00:00:00,21259,9,2181.5625,174.525,54.5391,2410.6266
47149,2023-07-09 00:00:00,12669,9,2049.0982,163.9279,51.2275,2264.2536
47150,2023-07-10 00:00:00,15625,8,2443.35,195.468,61.0838,2699.9018
47151,2023-07-10 00:00:00,25363,6,2443.35,195.468,61.0838,2699.9018
47152,2023-07-10 00:00:00,28547,7,2049.0982,163.9279,51.2275,2264.2536
47153,2023-07-10 00:00:00,26024,9,782.99,62.6392,19.5748,865.204
47154,2023-07-10 00:00:00,26133,9,782.99,62.6392,19.5748,865.204
47155,2023-07-11 00:00:00,13801,7,2443.35,195.468,61.0838,2699.9018
47156,2023-07-11 00:00:00,28837,6,2181.5625,174.525,54.5391,2410.6266
47157,2023-07-11 00:00:00,25864,6,2443.35,195.468,61.0838,2699.9018
47158,2023-07-11 00:00:00,26280,4,2049.0982,163.9279,51.2275,2264.2536
47159,2023-07-11 00:00:00,26300,4,2049.0982,163.9279,51.2275,2264.2536
47160,2023-07-11 00:00:00,21403,9,2443.35,195.468,61.0838,2699.9018
47161,2023-07-11 00:00:00,21408,9,2181.5625,174.525,54.5391,2410.6266
47162,2023-07-11 00:00:00,21418,9,2181.5625,174.525,54.5391,2410.6266
47163,2023-07-11 00:00:00,12671,9,2049.0982,163.9279,51.2275,2264.2536
47164,2023-07-12 00:00:00,12123,10,2049.0982,163.9279,51.2275,2264.2536
47165,2023-07-12 00:00:00,15649,8,2443.35,195.468,61.0838,2699.9018
47166,2023-07-12 00:00:00,15656,8,2443.35,195.468,61.0838,2699.9018
47167,2023-07-12 00:00:00,13419,1,2181.5625,174.525,54.5391,2410.6266
47168,2023-07-12 00:00:00,13286,1,2181.5625,174.525,54.5391,2410.6266
47169,2023-07-12 00:00:00,26281,4,2071.4196,165.7136,51.7855,2288.9187
47170,2023-07-12 00:00:00,21228,9,2181.5625,174.525,54.5391,2410.6266
47171,2023-07-12 00:00:00,21552,9,2181.5625,174.525,54.5391,2410.6266
47172,2023-07-12 00:00:00,12668,9,2071.4196,165.7136,51.7855,2288.9187
47173,2023-07-12 00:00:00,12675,9,2071.4196,165.7136,51.7855,2288.9187
47174,2023-07-12 00:00:00,12584,9,2071.4196,165.7136,51.7855,2288.9187
47175,2023-07-12 00:00:00,13812,7,2443.35,195.468,61.0838,2699.9018
47176,2023-07-13 00:00:00,11492,8,2049.0982,163.9279,51.2275,2264.2536
47177,2023-07-13 00:00:00,14022,1,1000.4375,80.035,25.0109,1105.4834
47178,2023-07-13 00:00:00,14026,1,1000.4375,80.035,25.0109,1105.4834
47179,2023-07-13 00:00:00,28848,6,2181.5625,174.525,54.5391,2410.6266
47180,2023-07-13 00:00:00,13287,4,2443.35,195.468,61.0838,2699.9018
47181,2023-07-13 00:00:00,13329,4,2443.35,195.468,61.0838,2699.9018
47182,2023-07-13 00:00:00,26298,1,2071.4196,165.7136,51.7855,2288.9187
47183,2023-07-13 00:00:00,15200,4,782.99,62.6392,19.5748,865.204
47184,2023-07-13 00:00:00,21380,9,2181.5625,174.525,54.5391,2410.6266
47185,2023-07-13 00:00:00,12133,10,2071.4196,165.7136,51.7855,2288.9187
47186,2023-07-14 00:00:00,13806,7,2181.5625,174.525,54.5391,2410.6266
47187,2023-07-14 00:00:00,18134,8,1000.4375,80.035,25.0109,1105.4834
47188,2023-07-14 00:00:00,19253,10,1000.4375,80.035,25.0109,1105.4834
47189,2023-07-14 00:00:00,28818,6,2181.5625,174.525,54.5391,2410.6266
47190,2023-07-14 00:00:00,25892,6,2443.35,195.468,61.0838,2699.9018
47191,2023-07-14 00:00:00,13382,4,2181.5625,174.525,54.5391,2410.6266
47192,2023-07-14 00:00:00,16328,10,2181.5625,174.525,54.5391,2410.6266
47193,2023-07-14 00:00:00,20162,8,782.99,62.6392,19.5748,865.204
47194,2023-07-14 00:00:00,13269,1,2181.5625,174.525,54.5391,2410.6266
47195,2023-07-14 00:00:00,13355,1,2181.5625,174.525,54.5391,2410.6266
47196,2023-07-14 00:00:00,26286,4,2049.0982,163.9279,51.2275,2264.2536
47197,2023-07-14 00:00:00,21218,9,2181.5625,174.525,54.5391,2410.6266
47198,2023-07-15 00:00:00,14169,7,2443.35,195.468,61.0838,2699.9018
47199,2023-07-15 00:00:00,20051,8,782.99,62.6392,19.5748,865.204
47200,2023-07-15 00:00:00,13247,4,2181.5625,174.525,54.5391,2410.6266
47201,2023-07-15 00:00:00,26277,1,2071.4196,165.7136,51.7855,2288.9187
47202,2023-07-15 00:00:00,26285,1,2071.4196,165.7136,51.7855,2288.9187
47203,2023-07-16 00:00:00,25883,6,2443.35,195.468,61.0838,2699.9018
47204,2023-07-16 00:00:00,25371,6,2181.5625,174.525,54.5391,2410.6266
47205,2023-07-16 00:00:00,26301,4,2071.4196,165.7136,51.7855,2288.9187
47206,2023-07-16 00:00:00,15256,4,782.99,62.6392,19.5748,865.204
47207,2023-07-16 00:00:00,27043,6,782.99,62.6392,19.5748,865.204
47208,2023-07-16 00:00:00,21359,9,2443.35,195.468,61.0838,2699.9018
47209,2023-07-16 00:00:00,21379,9,2443.35,195.468,61.0838,2699.9018
47210,2023-07-16 00:00:00,24609,9,1000.4375,80.035,25.0109,1105.4834
47211,2023-07-16 00:00:00,12578,9,2049.0982,163.9279,51.2275,2264.2536
47212,2023-07-16 00:00:00,12580,9,2049.0982,163.9279,51.2275,2264.2536
47213,2023-07-17 00:00:00,16287,10,2181.5625,174.525,54.5391,2410.6266
47214,2023-07-17 00:00:00,19195,10,1000.4375,80.035,25.0109,1105.4834
47215,2023-07-17 00:00:00,28836,6,2443.35,195.468,61.0838,2699.9018
47216,2023-07-17 00:00:00,26299,1,2049.0982,163.9279,51.2275,2264.2536
47217,2023-07-17 00:00:00,21222,9,2181.5625,174.525,54.5391,2410.6266
47218,2023-07-17 00:00:00,21361,9,2443.35,195.468,61.0838,2699.9018
47219,2023-07-17 00:00:00,12577,9,2049.0982,163.9279,51.2275,2264.2536
47220,2023-07-17 00:00:00,12579,9,2049.0982,163.9279,51.2275,2264.2536
47221,2023-07-18 00:00:00,13823,7,2443.35,195.468,61.0838,2699.9018
47222,2023-07-18 00:00:00,26316,6,1000.4375,80.035,25.0109,1105.4834
47223,2023-07-18 00:00:00,25875,6,2443.35,195.468,61.0838,2699.9018
47224,2023-07-18 00:00:00,15659,8,2443.35,195.468,61.0838,2699.9018
47225,2023-07-18 00:00:00,13277,1,2181.5625,174.525,54.5391,2410.6266
47226,2023-07-18 00:00:00,13314,4,2443.35,195.468,61.0838,2699.9018
47227,2023-07-18 00:00:00,25288,6,2181.5625,174.525,54.5391,2410.6266
47228,2023-07-18 00:00:00,13237,4,2181.5625,174.525,54.5391,2410.6266
47229,2023-07-18 00:00:00,26295,1,2049.0982,163.9279,51.2275,2264.2536
47230,2023-07-18 00:00:00,21256,9,2181.5625,174.525,54.5391,2410.6266
47231,2023-07-18 00:00:00,11564,8,2049.0982,163.9279,51.2275,2264.2536
47232,2023-07-19 00:00:00,15627,8,2181.5625,174.525,54.5391,2410.6266
47233,2023-07-19 00:00:00,16250,10,2181.5625,174.525,54.5391,2410.6266
47234,2023-07-19 00:00:00,19260,10,1000.4375,80.035,25.0109,1105.4834
47235,2023-07-19 00:00:00,16317,10,2181.5625,174.525,54.5391,2410.6266
47236,2023-07-19 00:00:00,14023,4,1000.4375,80.035,25.0109,1105.4834
47237,2023-07-19 00:00:00,28834,6,2443.35,195.468,61.0838,2699.9018
47238,2023-07-19 00:00:00,16405,10,2443.35,195.468,61.0838,2699.9018
47239,2023-07-19 00:00:00,21384,9,2181.5625,174.525,54.5391,2410.6266
47240,2023-07-19 00:00:00,24612,9,1000.4375,80.035,25.0109,1105.4834
47241,2023-07-19 00:00:00,21559,9,2443.35,195.468,61.0838,2699.9018
47242,2023-07-19 00:00:00,28540,7,2049.0982,163.9279,51.2275,2264.2536
47243,2023-07-19 00:00:00,20712,10,782.99,62.6392,19.5748,865.204
47244,2023-07-20 00:00:00,19193,10,1000.4375,80.035,25.0109,1105.4834
47245,2023-07-20 00:00:00,16420,10,2181.5625,174.525,54.5391,2410.6266
47246,2023-07-20 00:00:00,20713,10,782.99,62.6392,19.5748,865.204
47247,2023-07-20 00:00:00,13292,1,2181.5625,174.525,54.5391,2410.6266
47248,2023-07-20 00:00:00,13340,4,2181.5625,174.525,54.5391,2410.6266
47249,2023-07-20 00:00:00,13346,1,2181.5625,174.525,54.5391,2410.6266
47250,2023-07-20 00:00:00,21217,9,2181.5625,174.525,54.5391,2410.6266
47251,2023-07-20 00:00:00,21226,9,2181.5625,174.525,54.5391,2410.6266
47252,2023-07-20 00:00:00,12676,9,2071.4196,165.7136,51.7855,2288.9187
47253,2023-07-20 00:00:00,12683,9,2071.4196,165.7136,51.7855,2288.9187
47254,2023-07-21 00:00:00,15276,4,782.99,62.6392,19.5748,865.204
47255,2023-07-21 00:00:00,11561,8,2049.0982,163.9279,51.2275,2264.2536
47256,2023-07-21 00:00:00,16417,10,2181.5625,174.525,54.5391,2410.6266
47257,2023-07-21 00:00:00,14141,7,2443.35,195.468,61.0838,2699.9018
47258,2023-07-21 00:00:00,13298,4,2181.5625,174.525,54.5391,2410.6266
47259,2023-07-21 00:00:00,13351,1,2181.5625,174.525,54.5391,2410.6266
47260,2023-07-21 00:00:00,13233,1,2181.5625,174.525,54.5391,2410.6266
47261,2023-07-21 00:00:00,26305,1,2049.0982,163.9279,51.2275,2264.2536
47262,2023-07-21 00:00:00,21560,9,2181.5625,174.525,54.5391,2410.6266
47263,2023-07-21 00:00:00,12589,9,2049.0982,163.9279,51.2275,2264.2536
47264,2023-07-22 00:00:00,16410,10,2443.35,195.468,61.0838,2699.9018
47265,2023-07-22 00:00:00,13250,4,2181.5625,174.525,54.5391,2410.6266
47266,2023-07-22 00:00:00,21555,9,2181.5625,174.525,54.5391,2410.6266
47267,2023-07-22 00:00:00,12674,9,2071.4196,165.7136,51.7855,2288.9187
47268,2023-07-22 00:00:00,21402,9,2181.5625,174.525,54.5391,2410.6266
47269,2023-07-23 00:00:00,28512,7,2049.0982,163.9279,51.2275,2264.2536
47270,2023-07-23 00:00:00,28519,7,2049.0982,163.9279,51.2275,2264.2536
47271,2023-07-23 00:00:00,18140,8,1000.4375,80.035,25.0109,1105.4834
47272,2023-07-23 00:00:00,29013,6,2181.5625,174.525,54.5391,2410.6266
47273,2023-07-23 00:00:00,13420,4,2443.35,195.468,61.0838,2699.9018
47274,2023-07-23 00:00:00,16407,10,2443.35,195.468,61.0838,2699.9018
47275,2023-07-23 00:00:00,19076,7,782.99,62.6392,19.5748,865.204
47276,2023-07-23 00:00:00,15289,4,782.99,62.6392,19.5748,865.204
47277,2023-07-23 00:00:00,21219,9,2181.5625,174.525,54.5391,2410.6266
47278,2023-07-23 00:00:00,21404,9,2181.5625,174.525,54.5391,2410.6266
47279,2023-07-23 00:00:00,12680,9,2049.0982,163.9279,51.2275,2264.2536
47280,2023-07-24 00:00:00,11615,10,2071.4196,165.7136,51.7855,2288.9187
47281,2023-07-24 00:00:00,17099,7,1000.4375,80.035,25.0109,1105.4834
47282,2023-07-24 00:00:00,19258,10,1000.4375,80.035,25.0109,1105.4834
47283,2023-07-24 00:00:00,15655,8,2181.5625,174.525,54.5391,2410.6266
47284,2023-07-24 00:00:00,13402,4,2443.35,195.468,61.0838,2699.9018
47285,2023-07-24 00:00:00,29135,6,2181.5625,174.525,54.5391,2410.6266
47286,2023-07-24 00:00:00,19944,8,782.99,62.6392,19.5748,865.204
47287,2023-07-24 00:00:00,13280,1,2181.5625,174.525,54.5391,2410.6266
47288,2023-07-24 00:00:00,13353,1,2181.5625,174.525,54.5391,2410.6266
47289,2023-07-24 00:00:00,26297,1,2049.0982,163.9279,51.2275,2264.2536
47290,2023-07-24 00:00:00,21558,9,2443.35,195.468,61.0838,2699.9018
47291,2023-07-25 00:00:00,16318,10,2181.5625,174.525,54.5391,2410.6266
47292,2023-07-25 00:00:00,13811,7,2181.5625,174.525,54.5391,2410.6266
47293,2023-07-25 00:00:00,19192,10,1000.4375,80.035,25.0109,1105.4834
47294,2023-07-25 00:00:00,18139,8,1000.4375,80.035,25.0109,1105.4834
47295,2023-07-25 00:00:00,14005,4,1000.4375,80.035,25.0109,1105.4834
47296,2023-07-25 00:00:00,14024,4,1000.4375,80.035,25.0109,1105.4834
47297,2023-07-25 00:00:00,13385,1,2181.5625,174.525,54.5391,2410.6266
47298,2023-07-25 00:00:00,13403,1,2181.5625,174.525,54.5391,2410.6266
47299,2023-07-25 00:00:00,13425,1,2443.35,195.468,61.0838,2699.9018
47300,2023-07-25 00:00:00,20717,10,782.99,62.6392,19.5748,865.204
47301,2023-07-25 00:00:00,26292,1,2049.0982,163.9279,51.2275,2264.2536
47302,2023-07-25 00:00:00,12670,9,2049.0982,163.9279,51.2275,2264.2536
47303,2023-07-25 00:00:00,26029,9,782.99,62.6392,19.5748,865.204
47304,2023-07-26 00:00:00,16272,10,2181.5625,174.525,54.5391,2410.6266
47305,2023-07-26 00:00:00,25393,6,2443.35,195.468,61.0838,2699.9018
47306,2023-07-26 00:00:00,28798,6,2443.35,195.468,61.0838,2699.9018
47307,2023-07-26 00:00:00,20711,10,782.99,62.6392,19.5748,865.204
47308,2023-07-26 00:00:00,20718,10,782.99,62.6392,19.5748,865.204
47309,2023-07-26 00:00:00,13316,4,2181.5625,174.525,54.5391,2410.6266
47310,2023-07-26 00:00:00,26303,4,2071.4196,165.7136,51.7855,2288.9187
47311,2023-07-26 00:00:00,15252,1,782.99,62.6392,19.5748,865.204
47312,2023-07-26 00:00:00,15280,4,782.99,62.6392,19.5748,865.204
47313,2023-07-26 00:00:00,21231,9,2181.5625,174.525,54.5391,2410.6266
47314,2023-07-26 00:00:00,12673,9,2049.0982,163.9279,51.2275,2264.2536
47315,2023-07-27 00:00:00,13840,7,2181.5625,174.525,54.5391,2410.6266
47316,2023-07-27 00:00:00,13361,1,2443.35,195.468,61.0838,2699.9018
47317,2023-07-27 00:00:00,14154,7,2181.5625,174.525,54.5391,2410.6266
47318,2023-07-27 00:00:00,13273,4,2181.5625,174.525,54.5391,2410.6266
47319,2023-07-27 00:00:00,13299,4,2443.35,195.468,61.0838,2699.9018
47320,2023-07-27 00:00:00,13315,4,2181.5625,174.525,54.5391,2410.6266
47321,2023-07-27 00:00:00,13354,1,2181.5625,174.525,54.5391,2410.6266
47322,2023-07-27 00:00:00,15287,1,782.99,62.6392,19.5748,865.204
47323,2023-07-28 00:00:00,28529,7,2049.0982,163.9279,51.2275,2264.2536
47324,2023-07-28 00:00:00,13400,4,2181.5625,174.525,54.5391,2410.6266
47325,2023-07-28 00:00:00,13278,4,2181.5625,174.525,54.5391,2410.6266
47326,2023-07-28 00:00:00,13288,4,2181.5625,174.525,54.5391,2410.6266
47327,2023-07-28 00:00:00,13304,1,2181.5625,174.525,54.5391,2410.6266
47328,2023-07-28 00:00:00,12681,9,2049.0982,163.9279,51.2275,2264.2536
47329,2023-07-29 00:00:00,13367,1,2181.5625,174.525,54.5391,2410.6266
47330,2023-07-29 00:00:00,16324,10,2443.35,195.468,61.0838,2699.9018
47331,2023-07-29 00:00:00,20807,10,782.99,62.6392,19.5748,865.204
47332,2023-07-29 00:00:00,20350,6,2071.4196,165.7136,51.7855,2288.9187
47333,2023-07-29 00:00:00,21229,9,2443.35,195.468,61.0838,2699.9018
47334,2023-07-29 00:00:00,21557,9,2443.35,195.468,61.0838,2699.9018
47335,2023-07-29 00:00:00,12581,9,2071.4196,165.7136,51.7855,2288.9187
47336,2023-07-29 00:00:00,26027,9,782.99,62.6392,19.5748,865.204
47337,2023-07-30 00:00:00,28520,7,2071.4196,165.7136,51.7855,2288.9187
47338,2023-07-30 00:00:00,16277,10,2181.5625,174.525,54.5391,2410.6266
47339,2023-07-30 00:00:00,15626,8,2181.5625,174.525,54.5391,2410.6266
47340,2023-07-30 00:00:00,13401,4,2443.35,195.468,61.0838,2699.9018
47341,2023-07-30 00:00:00,25104,6,2443.35,195.468,61.0838,2699.9018
47342,2023-07-30 00:00:00,26304,1,2049.0982,163.9279,51.2275,2264.2536
47343,2023-07-30 00:00:00,21553,9,2181.5625,174.525,54.5391,2410.6266
47344,2023-07-30 00:00:00,12686,9,2071.4196,165.7136,51.7855,2288.9187
47345,2023-07-30 00:00:00,12583,9,2071.4196,165.7136,51.7855,2288.9187
47346,2023-07-30 00:00:00,12585,9,2049.0982,163.9279,51.2275,2264.2536
47347,2023-07-30 00:00:00,26025,9,782.99,62.6392,19.5748,865.204
47348,2023-07-30 00:00:00,26028,9,782.99,62.6392,19.5748,865.204
47349,2023-07-31 00:00:00,30064,1,1561.6364,154.0815,48.1505,1763.8684
47350,2023-07-31 00:00:00,29781,4,5717.1308,552.8152,172.7547,6442.7007
47351,2023-07-31 00:00:00,29592,2,11056.6441,1068.5479,333.9212,12459.1132
47352,2023-07-31 00:00:00,29579,3,34982.3068,3362.2334,1050.6979,39395.2381
47353,2023-07-31 00:00:00,30113,10,38818.229,3740.1306,1168.7908,43727.1504
47354,2023-07-31 00:00:00,29714,6,51710.6749,4963.7168,1551.1615,58225.5532
47355,2023-07-31 00:00:00,29957,4,129261.254,12556.6486,3923.9527,145741.8553
47356,2023-07-31 00:00:00,29927,7,635.025,61.403,19.1884,715.6164
47357,2023-07-31 00:00:00,30037,6,8057.6592,767.5873,239.871,9065.1175
47358,2023-07-31 00:00:00,29971,6,2443.283,239.8606,74.9565,2758.1001
47359,2023-07-31 00:00:00,29950,6,50212.8485,4825.5893,1507.9966,56546.4344
47360,2023-07-31 00:00:00,29696,4,784.056,76.1074,23.7836,883.947
47361,2023-07-31 00:00:00,29969,6,231.1724,22.4629,7.0197,260.655
47362,2023-07-31 00:00:00,29803,6,16422.5436,1578.0849,493.1515,18493.78
47363,2023-07-31 00:00:00,29508,4,214.236,21.138,6.6056,241.9796
47364,2023-07-31 00:00:00,29528,3,183.9382,18.1486,5.6714,207.7582
47365,2023-07-31 00:00:00,29722,6,89333.293,8678.5256,2712.0392,100723.8578
47366,2023-07-31 00:00:00,29639,6,96577.143,9280.1197,2900.0374,108757.3001
47367,2023-07-31 00:00:00,30105,1,26523.0027,2556.2752,798.836,29878.1139
47368,2023-07-31 00:00:00,29709,1,6700.1106,645.2179,201.6306,7546.9591
47369,2023-07-31 00:00:00,29998,4,140078.3959,13697.6373,4280.5117,158056.5449
47370,2023-07-31 00:00:00,29659,4,149.031,14.7044,4.5951,168.3305
47371,2023-07-31 00:00:00,30110,4,881.0367,85.2878,26.6524,992.9769
47372,2023-07-31 00:00:00,29975,4,11476.4056,1117.4891,349.2153,12943.11
47373,2023-07-31 00:00:00,29842,4,1674.6854,165.2356,51.6361,1891.5571
47374,2023-07-31 00:00:00,29809,4,28923.1085,2768.8683,865.2714,32557.2482
47375,2023-07-31 00:00:00,29902,4,469.794,45.1002,14.0938,528.988
47376,2023-07-31 00:00:00,29951,7,817.503,80.6603,25.2063,923.3696
47377,2023-07-31 00:00:00,30043,7,72301.9511,7043.8365,2201.1989,81546.9865
47378,2023-07-31 00:00:00,30118,3,39477.7558,3778.7432,1180.8572,44437.3562
47379,2023-07-31 00:00:00,29576,6,53.994,4.6795,1.4623,60.1358
47380,2023-07-31 00:00:00,29499,6,44017.9573,4227.5104,1321.097,49566.5647
47381,2023-07-31 00:00:00,29959,6,602.7,59.4664,18.5833,680.7497
47382,2023-07-31 00:00:00,29775,1,65.6018,6.4727,2.0227,74.0972
47383,2023-07-31 00:00:00,30007,6,4493.5622,430.8382,134.6369,5059.0373
47384,2023-07-31 00:00:00,29651,3,44013.7502,4223.1093,1319.7216,49556.5811
47385,2023-07-31 00:00:00,29903,1,3147.5673,310.56,97.05,3555.1773
47386,2023-07-31 00:00:00,29897,4,3613.6431,353.6638,110.5199,4077.8268
47387,2023-07-31 00:00:00,29690,1,39972.1321,3875.0458,1210.9518,45058.1297
47388,2023-07-31 00:00:00,29644,10,202.332,19.9634,6.2386,228.534
47389,2023-07-31 00:00:00,29530,6,4356.8575,429.8766,134.3364,4921.0705
47390,2023-07-31 00:00:00,29750,6,780.8182,77.0407,24.0752,881.9341
