ProductID,Name,ProductNumber,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,ProductSubcategoryID,SellStartDate,SellEndDate,DiscontinuedDate
782,Mountain-200 Black, 38,BK-M68B-38,100,75,1251.9813,2294.99,1,2023-05-30 00:00:00,,
783,Mountain-200 Black, 42,BK-M68B-42,100,75,1251.9813,2294.99,1,2023-05-30 00:00:00,,
784,Mountain-200 Black, 46,BK-M68B-46,100,75,1251.9813,2294.99,1,2023-05-30 00:00:00,,
785,Mountain-300 Black, 38,BK-M47B-38,100,75,598.4354,1079.99,1,2023-05-30 00:00:00,2024-05-28 00:00:00,
786,Mountain-300 Black, 40,BK-M47B-40,100,75,598.4354,1079.99,1,2023-05-30 00:00:00,2024-05-28 00:00:00,
787,Mountain-300 Black, 44,BK-M47B-44,100,75,598.4354,1079.99,1,2023-05-30 00:00:00,2024-05-28 00:00:00,
788,Mountain-300 Black, 48,BK-M47B-48,100,75,598.4354,1079.99,1,2023-05-30 00:00:00,2024-05-28 00:00:00,
789,Road-250 Red, 44,BK-R89R-44,100,75,1518.7864,2443.35,2,2023-05-30 00:00:00,2024-05-28 00:00:00,
790,Road-250 Red, 48,BK-R89R-48,100,75,1518.7864,2443.35,2,2023-05-30 00:00:00,2024-05-28 00:00:00,
791,Road-250 Red, 52,BK-R89R-52,100,75,1518.7864,2443.35,2,2023-05-30 00:00:00,2024-05-28 00:00:00,
792,Road-250 Red, 58,BK-R89R-58,100,75,1554.9479,2443.35,2,2023-05-30 00:00:00,,
793,Road-250 Black, 44,BK-R89B-44,100,75,1554.9479,2443.35,2,2023-05-30 00:00:00,,
794,Road-250 Black, 48,BK-R89B-48,100,75,1554.9479,2443.35,2,2023-05-30 00:00:00,,
795,Road-250 Black, 52,BK-R89B-52,100,75,1554.9479,2443.35,2,2023-05-30 00:00:00,,
796,Road-250 Black, 58,BK-R89B-58,100,75,1554.9479,2443.35,2,2023-05-30 00:00:00,,
797,Road-550-W Yellow, 38,BK-R64Y-38,100,75,713.0798,1120.49,2,2023-05-30 00:00:00,,
798,Road-550-W Yellow, 40,BK-R64Y-40,100,75,713.0798,1120.49,2,2023-05-30 00:00:00,,
799,Road-550-W Yellow, 42,BK-R64Y-42,100,75,713.0798,1120.49,2,2023-05-30 00:00:00,,
800,Road-550-W Yellow, 44,BK-R64Y-44,100,75,713.0798,1120.49,2,2023-05-30 00:00:00,,
801,Road-550-W Yellow, 48,BK-R64Y-48,100,75,713.0798,1120.49,2,2023-05-30 00:00:00,,
802,LL Fork,FK-1639,500,375,65.8097,148.22,10,2023-05-30 00:00:00,2024-05-28 00:00:00,
803,ML Fork,FK-5136,500,375,77.9176,175.49,10,2023-05-30 00:00:00,2024-05-28 00:00:00,
804,HL Fork,FK-9939,500,375,101.8936,229.49,10,2023-05-30 00:00:00,2024-05-28 00:00:00,
805,LL Headset,HS-0296,500,375,15.1848,34.2,11,2023-05-30 00:00:00,2024-05-28 00:00:00,
806,ML Headset,HS-2451,500,375,45.4168,102.29,11,2023-05-30 00:00:00,2024-05-28 00:00:00,
807,HL Headset,HS-3479,500,375,55.3801,124.73,11,2023-05-30 00:00:00,2024-05-28 00:00:00,
808,LL Mountain Handlebars,HB-M243,500,375,19.7758,44.54,4,2023-05-30 00:00:00,,
809,ML Mountain Handlebars,HB-M763,500,375,27.4925,61.92,4,2023-05-30 00:00:00,,
810,HL Mountain Handlebars,HB-M918,500,375,53.3999,120.27,4,2023-05-30 00:00:00,,
811,LL Road Handlebars,HB-R504,500,375,19.7758,44.54,4,2023-05-30 00:00:00,,
812,ML Road Handlebars,HB-R720,500,375,27.4925,61.92,4,2023-05-30 00:00:00,,
813,HL Road Handlebars,HB-R956,500,375,53.3999,120.27,4,2023-05-30 00:00:00,,
814,ML Mountain Frame - Black, 38,FR-M63B-38,500,375,185.8193,348.76,12,2023-05-30 00:00:00,2024-05-28 00:00:00,
815,LL Mountain Front Wheel,FW-M423,500,375,26.9708,60.745,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
816,ML Mountain Front Wheel,FW-M762,500,375,92.8071,209.025,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
817,HL Mountain Front Wheel,FW-M928,500,375,133.2955,300.215,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
818,LL Road Front Wheel,FW-R623,500,375,37.9909,85.565,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
819,ML Road Front Wheel,FW-R762,500,375,110.2829,248.385,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
820,HL Road Front Wheel,FW-R820,500,375,146.5466,330.06,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
821,Touring Front Wheel,FW-T905,500,375,96.7964,218.01,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
822,ML Road Frame-W - Yellow, 38,FR-R72Y-38,500,375,360.9428,594.83,14,2023-05-30 00:00:00,,
823,LL Mountain Rear Wheel,RW-M423,500,375,38.9588,87.745,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
824,ML Mountain Rear Wheel,RW-M762,500,375,104.7951,236.025,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
825,HL Mountain Rear Wheel,RW-M928,500,375,145.2835,327.215,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
826,LL Road Rear Wheel,RW-R623,500,375,49.9789,112.565,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
827,ML Road Rear Wheel,RW-R762,500,375,122.2709,275.385,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
828,HL Road Rear Wheel,RW-R820,500,375,158.5346,357.06,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
829,Touring Rear Wheel,RW-T905,500,375,108.7844,245.01,17,2023-05-30 00:00:00,2024-05-28 00:00:00,
830,ML Mountain Frame - Black, 40,FR-M63B-40,500,375,185.8193,348.76,12,2023-05-30 00:00:00,2024-05-28 00:00:00,
831,ML Mountain Frame - Black, 44,FR-M63B-44,500,375,185.8193,348.76,12,2023-05-30 00:00:00,2024-05-28 00:00:00,
832,ML Mountain Frame - Black, 48,FR-M63B-48,500,375,185.8193,348.76,12,2023-05-30 00:00:00,2024-05-28 00:00:00,
833,ML Road Frame-W - Yellow, 40,FR-R72Y-40,500,375,360.9428,594.83,14,2023-05-30 00:00:00,,
834,ML Road Frame-W - Yellow, 42,FR-R72Y-42,500,375,360.9428,594.83,14,2023-05-30 00:00:00,,
835,ML Road Frame-W - Yellow, 44,FR-R72Y-44,500,375,360.9428,594.83,14,2023-05-30 00:00:00,,
836,ML Road Frame-W - Yellow, 48,FR-R72Y-48,500,375,360.9428,594.83,14,2023-05-30 00:00:00,,
837,HL Road Frame - Black, 62,FR-R92B-62,500,375,868.6342,1431.5,14,2023-05-30 00:00:00,,
838,HL Road Frame - Black, 44,FR-R92B-44,500,375,868.6342,1431.5,14,2023-05-30 00:00:00,,
839,HL Road Frame - Black, 48,FR-R92B-48,500,375,868.6342,1431.5,14,2023-05-30 00:00:00,,
840,HL Road Frame - Black, 52,FR-R92B-52,500,375,868.6342,1431.5,14,2023-05-30 00:00:00,,
841,Men's Sports Shorts, S,SH-M897-S,4,3,24.7459,59.99,22,2023-05-30 00:00:00,2024-05-28 00:00:00,
842,Touring-Panniers, Large,PA-T100,4,3,51.5625,125,35,2023-05-30 00:00:00,2024-05-28 00:00:00,
843,Cable Lock,LO-C100,4,3,10.3125,25,34,2023-05-30 00:00:00,2024-05-28 00:00:00,
844,Minipump,PU-0452,4,3,8.2459,19.99,36,2023-05-30 00:00:00,2024-05-28 00:00:00,
845,Mountain Pump,PU-M044,4,3,10.3084,24.99,36,2023-05-30 00:00:00,2024-05-28 00:00:00,
846,Taillights - Battery-Powered,LT-T990,4,3,5.7709,13.99,33,2023-05-30 00:00:00,2024-05-28 00:00:00,
847,Headlights - Dual-Beam,LT-H902,4,3,14.4334,34.99,33,2023-05-30 00:00:00,2024-05-28 00:00:00,
848,Headlights - Weatherproof,LT-H903,4,3,18.5584,44.99,33,2023-05-30 00:00:00,2024-05-28 00:00:00,
849,Men's Sports Shorts, M,SH-M897-M,4,3,24.7459,59.99,22,2023-05-30 00:00:00,2024-05-28 00:00:00,
850,Men's Sports Shorts, L,SH-M897-L,4,3,24.7459,59.99,22,2023-05-30 00:00:00,2024-05-28 00:00:00,
851,Men's Sports Shorts, XL,SH-M897-X,4,3,24.7459,59.99,22,2023-05-30 00:00:00,2024-05-28 00:00:00,
852,Women's Tights, S,TG-W091-S,4,3,30.9334,74.99,24,2023-05-30 00:00:00,2024-05-28 00:00:00,
853,Women's Tights, M,TG-W091-M,4,3,30.9334,74.99,24,2023-05-30 00:00:00,2024-05-28 00:00:00,
854,Women's Tights, L,TG-W091-L,4,3,30.9334,74.99,24,2023-05-30 00:00:00,2024-05-28 00:00:00,
855,Men's Bib-Shorts, S,SB-M891-S,4,3,37.1209,89.99,18,2023-05-30 00:00:00,2024-05-28 00:00:00,
856,Men's Bib-Shorts, M,SB-M891-M,4,3,37.1209,89.99,18,2023-05-30 00:00:00,2024-05-28 00:00:00,
857,Men's Bib-Shorts, L,SB-M891-L,4,3,37.1209,89.99,18,2023-05-30 00:00:00,2024-05-28 00:00:00,
858,Half-Finger Gloves, S,GL-H102-S,4,3,9.1593,24.49,20,2023-05-30 00:00:00,,
859,Half-Finger Gloves, M,GL-H102-M,4,3,9.1593,24.49,20,2023-05-30 00:00:00,,
860,Half-Finger Gloves, L,GL-H102-L,4,3,9.1593,24.49,20,2023-05-30 00:00:00,,
861,Full-Finger Gloves, S,GL-F110-S,4,3,15.6709,37.99,20,2023-05-30 00:00:00,2024-05-28 00:00:00,
862,Full-Finger Gloves, M,GL-F110-M,4,3,15.6709,37.99,20,2023-05-30 00:00:00,2024-05-28 00:00:00,
863,Full-Finger Gloves, L,GL-F110-L,4,3,15.6709,37.99,20,2023-05-30 00:00:00,2024-05-28 00:00:00,
864,Classic Vest, S,VE-C304-S,4,3,23.749,63.5,25,2024-05-29 00:00:00,,
865,Classic Vest, M,VE-C304-M,4,3,23.749,63.5,25,2024-05-29 00:00:00,,
866,Classic Vest, L,VE-C304-L,4,3,23.749,63.5,25,2024-05-29 00:00:00,,
867,Women's Mountain Shorts, S,SH-W890-S,4,3,26.1763,69.99,22,2024-05-29 00:00:00,,
868,Women's Mountain Shorts, M,SH-W890-M,4,3,26.1763,69.99,22,2024-05-29 00:00:00,,
869,Women's Mountain Shorts, L,SH-W890-L,4,3,26.1763,69.99,22,2024-05-29 00:00:00,,
870,Water Bottle - 30 oz.,WB-H098,4,3,1.8663,4.99,28,2024-05-29 00:00:00,,
871,Mountain Bottle Cage,BC-M005,4,3,3.7363,9.99,28,2024-05-29 00:00:00,,
872,Road Bottle Cage,BC-R205,4,3,3.3623,8.99,28,2024-05-29 00:00:00,,
873,Patch Kit/8 Patches,PK-7098,4,3,0.8565,2.29,37,2024-05-29 00:00:00,,
874,Racing Socks, M,SO-R809-M,4,3,3.3623,8.99,23,2024-05-29 00:00:00,,
875,Racing Socks, L,SO-R809-L,4,3,3.3623,8.99,23,2024-05-29 00:00:00,,
876,Hitch Rack - 4-Bike,RA-H123,4,3,44.88,120,26,2024-05-29 00:00:00,,
877,Bike Wash - Dissolver,CL-9009,4,3,2.9733,7.95,29,2024-05-29 00:00:00,,
878,Fender Set - Mountain,FE-6654,4,3,8.2205,21.98,30,2024-05-29 00:00:00,,
879,All-Purpose Bike Stand,ST-1401,4,3,59.466,159,27,2024-05-29 00:00:00,,
880,Hydration Pack - 70 oz.,HY-1023-70,4,3,20.5663,54.99,32,2024-05-29 00:00:00,,
881,Short-Sleeve Classic Jersey, S,SJ-0194-S,4,3,41.5723,53.99,21,2024-05-29 00:00:00,,
882,Short-Sleeve Classic Jersey, M,SJ-0194-M,4,3,41.5723,53.99,21,2024-05-29 00:00:00,,
883,Short-Sleeve Classic Jersey, L,SJ-0194-L,4,3,41.5723,53.99,21,2024-05-29 00:00:00,,
884,Short-Sleeve Classic Jersey, XL,SJ-0194-X,4,3,41.5723,53.99,21,2024-05-29 00:00:00,,
885,HL Touring Frame - Yellow, 60,FR-T98Y-60,500,375,601.7437,1003.91,16,2024-05-29 00:00:00,,
886,LL Touring Frame - Yellow, 62,FR-T67Y-62,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
887,HL Touring Frame - Yellow, 46,FR-T98Y-46,500,375,601.7437,1003.91,16,2024-05-29 00:00:00,,
888,HL Touring Frame - Yellow, 50,FR-T98Y-50,500,375,601.7437,1003.91,16,2024-05-29 00:00:00,,
889,HL Touring Frame - Yellow, 54,FR-T98Y-54,500,375,601.7437,1003.91,16,2024-05-29 00:00:00,,
890,HL Touring Frame - Blue, 46,FR-T98U-46,500,375,601.7437,1003.91,16,2024-05-29 00:00:00,,
891,HL Touring Frame - Blue, 50,FR-T98U-50,500,375,601.7437,1003.91,16,2024-05-29 00:00:00,,
892,HL Touring Frame - Blue, 54,FR-T98U-54,500,375,601.7437,1003.91,16,2024-05-29 00:00:00,,
893,HL Touring Frame - Blue, 60,FR-T98U-60,500,375,601.7437,1003.91,16,2024-05-29 00:00:00,,
894,Rear Derailleur,RD-2308,500,375,53.9282,121.46,9,2024-05-29 00:00:00,,
895,LL Touring Frame - Blue, 50,FR-T67U-50,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
896,LL Touring Frame - Blue, 54,FR-T67U-54,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
897,LL Touring Frame - Blue, 58,FR-T67U-58,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
898,LL Touring Frame - Blue, 62,FR-T67U-62,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
899,LL Touring Frame - Yellow, 44,FR-T67Y-44,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
900,LL Touring Frame - Yellow, 50,FR-T67Y-50,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
901,LL Touring Frame - Yellow, 54,FR-T67Y-54,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
902,LL Touring Frame - Yellow, 58,FR-T67Y-58,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
903,LL Touring Frame - Blue, 44,FR-T67U-44,500,375,199.8519,333.42,16,2024-05-29 00:00:00,,
904,ML Mountain Frame-W - Silver, 40,FR-M63S-40,500,375,199.3757,364.09,12,2024-05-29 00:00:00,,
905,ML Mountain Frame-W - Silver, 42,FR-M63S-42,500,375,199.3757,364.09,12,2024-05-29 00:00:00,,
906,ML Mountain Frame-W - Silver, 46,FR-M63S-46,500,375,199.3757,364.09,12,2024-05-29 00:00:00,,
907,Rear Brakes,RB-9231,500,375,47.286,106.5,6,2024-05-29 00:00:00,,
908,LL Mountain Seat/Saddle,SE-M236,500,375,12.0413,27.12,15,2024-05-29 00:00:00,,
909,ML Mountain Seat/Saddle,SE-M798,500,375,17.3782,39.14,15,2024-05-29 00:00:00,,
910,HL Mountain Seat/Saddle,SE-M940,500,375,23.3722,52.64,15,2024-05-29 00:00:00,,
911,LL Road Seat/Saddle,SE-R581,500,375,12.0413,27.12,15,2024-05-29 00:00:00,,
912,ML Road Seat/Saddle,SE-R908,500,375,17.3782,39.14,15,2024-05-29 00:00:00,,
913,HL Road Seat/Saddle,SE-R995,500,375,23.3722,52.64,15,2024-05-29 00:00:00,,
914,LL Touring Seat/Saddle,SE-T312,500,375,12.0413,27.12,15,2024-05-29 00:00:00,,
915,ML Touring Seat/Saddle,SE-T762,500,375,17.3782,39.14,15,2024-05-29 00:00:00,,
916,HL Touring Seat/Saddle,SE-T924,500,375,23.3722,52.64,15,2024-05-29 00:00:00,,
917,LL Mountain Frame - Silver, 42,FR-M21S-42,500,375,144.5938,264.05,12,2024-05-29 00:00:00,,
918,LL Mountain Frame - Silver, 44,FR-M21S-44,500,375,144.5938,264.05,12,2024-05-29 00:00:00,,
919,LL Mountain Frame - Silver, 48,FR-M21S-48,500,375,144.5938,264.05,12,2024-05-29 00:00:00,,
920,LL Mountain Frame - Silver, 52,FR-M21S-52,500,375,144.5938,264.05,12,2024-05-29 00:00:00,,
921,Mountain Tire Tube,TT-M928,500,375,1.8663,4.99,37,2024-05-29 00:00:00,,
922,Road Tire Tube,TT-R982,500,375,1.4923,3.99,37,2024-05-29 00:00:00,,
923,Touring Tire Tube,TT-T092,500,375,1.8663,4.99,37,2024-05-29 00:00:00,,
924,LL Mountain Frame - Black, 42,FR-M21B-42,500,375,136.785,249.79,12,2024-05-29 00:00:00,,
925,LL Mountain Frame - Black, 44,FR-M21B-44,500,375,136.785,249.79,12,2024-05-29 00:00:00,,
926,LL Mountain Frame - Black, 48,FR-M21B-48,500,375,136.785,249.79,12,2024-05-29 00:00:00,,
927,LL Mountain Frame - Black, 52,FR-M21B-52,500,375,136.785,249.79,12,2024-05-29 00:00:00,,
928,LL Mountain Tire,TI-M267,500,375,9.3463,24.99,37,2024-05-29 00:00:00,,
929,ML Mountain Tire,TI-M602,500,375,11.2163,29.99,37,2024-05-29 00:00:00,,
930,HL Mountain Tire,TI-M823,500,375,13.09,35,37,2024-05-29 00:00:00,,
931,LL Road Tire,TI-R092,500,375,8.0373,21.49,37,2024-05-29 00:00:00,,
932,ML Road Tire,TI-R628,500,375,9.3463,24.99,37,2024-05-29 00:00:00,,
933,HL Road Tire,TI-R982,500,375,12.1924,32.6,37,2024-05-29 00:00:00,,
934,Touring Tire,TI-T723,500,375,10.8423,28.99,37,2024-05-29 00:00:00,,
935,LL Mountain Pedal,PD-M282,500,375,17.9776,40.49,13,2024-05-29 00:00:00,,
936,ML Mountain Pedal,PD-M340,500,375,27.568,62.09,13,2024-05-29 00:00:00,,
937,HL Mountain Pedal,PD-M562,500,375,35.9596,80.99,13,2024-05-29 00:00:00,,
938,LL Road Pedal,PD-R347,500,375,17.9776,40.49,13,2024-05-29 00:00:00,,
939,ML Road Pedal,PD-R563,500,375,27.568,62.09,13,2024-05-29 00:00:00,,
940,HL Road Pedal,PD-R853,500,375,35.9596,80.99,13,2024-05-29 00:00:00,,
941,Touring Pedal,PD-T852,500,375,35.9596,80.99,13,2024-05-29 00:00:00,,
942,ML Mountain Frame-W - Silver, 38,FR-M63S-38,500,375,199.3757,364.09,12,2024-05-29 00:00:00,,
943,LL Mountain Frame - Black, 40,FR-M21B-40,500,375,136.785,249.79,12,2024-05-29 00:00:00,,
944,LL Mountain Frame - Silver, 40,FR-M21S-40,500,375,144.5938,264.05,12,2024-05-29 00:00:00,,
945,Front Derailleur,FD-2342,500,375,40.6216,91.49,9,2024-05-29 00:00:00,,
946,LL Touring Handlebars,HB-T721,500,375,20.464,46.09,4,2024-05-29 00:00:00,,
947,HL Touring Handlebars,HB-T928,500,375,40.6571,91.57,4,2024-05-29 00:00:00,,
948,Front Brakes,FB-9873,500,375,47.286,106.5,6,2024-05-29 00:00:00,,
949,LL Crankset,CS-4759,500,375,77.9176,175.49,8,2024-05-29 00:00:00,,
950,ML Crankset,CS-6583,500,375,113.8816,256.49,8,2024-05-29 00:00:00,,
951,HL Crankset,CS-9183,500,375,179.8156,404.99,8,2024-05-29 00:00:00,,
952,Chain,CH-0234,500,375,8.9866,20.24,7,2024-05-29 00:00:00,,
953,Touring-2000 Blue, 60,BK-T44U-60,100,75,755.1508,1214.85,3,2024-05-29 00:00:00,,
954,Touring-1000 Yellow, 46,BK-T79Y-46,100,75,1481.9379,2384.07,3,2024-05-29 00:00:00,,
955,Touring-1000 Yellow, 50,BK-T79Y-50,100,75,1481.9379,2384.07,3,2024-05-29 00:00:00,,
956,Touring-1000 Yellow, 54,BK-T79Y-54,100,75,1481.9379,2384.07,3,2024-05-29 00:00:00,,
957,Touring-1000 Yellow, 60,BK-T79Y-60,100,75,1481.9379,2384.07,3,2024-05-29 00:00:00,,
958,Touring-3000 Blue, 54,BK-T18U-54,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
959,Touring-3000 Blue, 58,BK-T18U-58,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
960,Touring-3000 Blue, 62,BK-T18U-62,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
961,Touring-3000 Yellow, 44,BK-T18Y-44,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
962,Touring-3000 Yellow, 50,BK-T18Y-50,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
963,Touring-3000 Yellow, 54,BK-T18Y-54,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
964,Touring-3000 Yellow, 58,BK-T18Y-58,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
965,Touring-3000 Yellow, 62,BK-T18Y-62,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
966,Touring-1000 Blue, 46,BK-T79U-46,100,75,1481.9379,2384.07,3,2024-05-29 00:00:00,,
967,Touring-1000 Blue, 50,BK-T79U-50,100,75,1481.9379,2384.07,3,2024-05-29 00:00:00,,
968,Touring-1000 Blue, 54,BK-T79U-54,100,75,1481.9379,2384.07,3,2024-05-29 00:00:00,,
969,Touring-1000 Blue, 60,BK-T79U-60,100,75,1481.9379,2384.07,3,2024-05-29 00:00:00,,
970,Touring-2000 Blue, 46,BK-T44U-46,100,75,755.1508,1214.85,3,2024-05-29 00:00:00,,
971,Touring-2000 Blue, 50,BK-T44U-50,100,75,755.1508,1214.85,3,2024-05-29 00:00:00,,
972,Touring-2000 Blue, 54,BK-T44U-54,100,75,755.1508,1214.85,3,2024-05-29 00:00:00,,
973,Road-350-W Yellow, 40,BK-R79Y-40,100,75,1082.51,1700.99,2,2024-05-29 00:00:00,,
974,Road-350-W Yellow, 42,BK-R79Y-42,100,75,1082.51,1700.99,2,2024-05-29 00:00:00,,
975,Road-350-W Yellow, 44,BK-R79Y-44,100,75,1082.51,1700.99,2,2024-05-29 00:00:00,,
976,Road-350-W Yellow, 48,BK-R79Y-48,100,75,1082.51,1700.99,2,2024-05-29 00:00:00,,
977,Road-750 Black, 58,BK-R19B-58,100,75,343.6496,539.99,2,2024-05-29 00:00:00,,
978,Touring-3000 Blue, 44,BK-T18U-44,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
979,Touring-3000 Blue, 50,BK-T18U-50,100,75,461.4448,742.35,3,2024-05-29 00:00:00,,
980,Mountain-400-W Silver, 38,BK-M38S-38,100,75,419.7784,769.49,1,2024-05-29 00:00:00,,
981,Mountain-400-W Silver, 40,BK-M38S-40,100,75,419.7784,769.49,1,2024-05-29 00:00:00,,
982,Mountain-400-W Silver, 42,BK-M38S-42,100,75,419.7784,769.49,1,2024-05-29 00:00:00,,
983,Mountain-400-W Silver, 46,BK-M38S-46,100,75,419.7784,769.49,1,2024-05-29 00:00:00,,
984,Mountain-500 Silver, 40,BK-M18S-40,100,75,308.2179,564.99,1,2024-05-29 00:00:00,,
985,Mountain-500 Silver, 42,BK-M18S-42,100,75,308.2179,564.99,1,2024-05-29 00:00:00,,
986,Mountain-500 Silver, 44,BK-M18S-44,100,75,308.2179,564.99,1,2024-05-29 00:00:00,,
987,Mountain-500 Silver, 48,BK-M18S-48,100,75,308.2179,564.99,1,2024-05-29 00:00:00,,
988,Mountain-500 Silver, 52,BK-M18S-52,100,75,308.2179,564.99,1,2024-05-29 00:00:00,,
989,Mountain-500 Black, 40,BK-M18B-40,100,75,294.5797,539.99,1,2024-05-29 00:00:00,,
990,Mountain-500 Black, 42,BK-M18B-42,100,75,294.5797,539.99,1,2024-05-29 00:00:00,,
991,Mountain-500 Black, 44,BK-M18B-44,100,75,294.5797,539.99,1,2024-05-29 00:00:00,,
992,Mountain-500 Black, 48,BK-M18B-48,100,75,294.5797,539.99,1,2024-05-29 00:00:00,,
993,Mountain-500 Black, 52,BK-M18B-52,100,75,294.5797,539.99,1,2024-05-29 00:00:00,,
994,LL Bottom Bracket,BB-7421,500,375,23.9716,53.99,5,2024-05-29 00:00:00,,
995,ML Bottom Bracket,BB-8107,500,375,44.9506,101.24,5,2024-05-29 00:00:00,,
996,HL Bottom Bracket,BB-9108,500,375,53.9416,121.49,5,2024-05-29 00:00:00,,
997,Road-750 Black, 44,BK-R19B-44,100,75,343.6496,539.99,2,2024-05-29 00:00:00,,
998,Road-750 Black, 48,BK-R19B-48,100,75,343.6496,539.99,2,2024-05-29 00:00:00,,
999,Road-750 Black, 52,BK-R19B-52,100,75,343.6496,539.99,2,2024-05-29 00:00:00,,
